Execution time of pop() vs queue size
4060000	0.1
4070000	0.1
4080000	0.1
4090000	0.1
4100000	0.11
4110000	0.12
4120000	0.11
4130000	0.1
4140000	0.1
4150000	0.1
4160000	0.11
4170000	0.1
4180000	0.11
4190000	0.1
4200000	0.11
4210000	0.1
4220000	0.1
4230000	0.1
4240000	0.11
4250000	0.1
4260000	0.1
4270000	0.1
4280000	0.1
4290000	0.11
4300000	0.1
4310000	0.11
4320000	0.1
4330000	0.11
4340000	0.09
4350000	0.11
4360000	0.1
4370000	0.1
4380000	0.11
4390000	0.11
4400000	0.11
4410000	0.1
4420000	0.11
4430000	0.12
4440000	0.1
4450000	0.1
4460000	0.12
4470000	0.1
4480000	0.12
4490000	0.11
4500000	0.11
4510000	0.1
4520000	0.11
4530000	0.11
4540000	0.1
4550000	0.11
4560000	0.1
4570000	0.11
4580000	0.11
4590000	0.11
4600000	0.11
4610000	0.11
4620000	0.11
4630000	0.12
4640000	0.12
4650000	0.11
4660000	0.11
4670000	0.1
4680000	0.12
4690000	0.12
4700000	0.11
4710000	0.11
4720000	0.11
4730000	0.12
4740000	0.11
4750000	0.11
4760000	0.11
4770000	0.12
4780000	0.12
4790000	0.12
4800000	0.12
4810000	0.12
4820000	0.12
4830000	0.11
4840000	0.12
4850000	0.12
4860000	0.11
4870000	0.12
4880000	0.11
4890000	0.12
4900000	0.13
4910000	0.13
4920000	0.11
4930000	0.13
4940000	0.12
4950000	0.13
4960000	0.12
4970000	0.13
4980000	0.12
4990000	0.13
5000000	0.12
5010000	0.11
5020000	0.12
5030000	0.13
5040000	0.13
5050000	0.13
5060000	0.12
5070000	0.13
5080000	0.12
5090000	0.12
5100000	0.12
5110000	0.12
5120000	0.14
5130000	0.12
5140000	0.13
5150000	0.12
5160000	0.12
5170000	0.13
5180000	0.13
5190000	0.12
5200000	0.13
5210000	0.13
5220000	0.12
5230000	0.13
5240000	0.13
5250000	0.13
5260000	0.13
5270000	0.13
5280000	0.15
5290000	0.14
5300000	0.15
5310000	0.14
5320000	0.13
5330000	0.14
5340000	0.14
5350000	0.14
5360000	0.14
5370000	0.14
5380000	0.13
5390000	0.14
5400000	0.13
5410000	0.14
5420000	0.14
5430000	0.13
5440000	0.13
5450000	0.13
5460000	0.13
5470000	0.13
5480000	0.14
5490000	0.14
5500000	0.13
5510000	0.14
5520000	0.14
5530000	0.13
5540000	0.14
5550000	0.13
5560000	0.14
5570000	0.15
5580000	0.14
5590000	0.15
5600000	0.13
5610000	0.14
5620000	0.13
5630000	0.15
5640000	0.14
5650000	0.15
5660000	0.14
5670000	0.13
5680000	0.13
5690000	0.13
5700000	0.14
5710000	0.14
5720000	0.13
5730000	0.14
5740000	0.14
5750000	0.13
5760000	0.15
5770000	0.14
5780000	0.14
5790000	0.14
5800000	0.14
5810000	0.14
5820000	0.14
5830000	0.15
5840000	0.14
5850000	0.15
5860000	0.14
5870000	0.14
5880000	0.14
5890000	0.14
5900000	0.16
5910000	0.14
5920000	0.14
5930000	0.15
5940000	0.14
5950000	0.14
5960000	0.15
5970000	0.15
5980000	0.14
5990000	0.15
6000000	0.15
6010000	0.14
6020000	0.15
6030000	0.15
6040000	0.14
6050000	0.15
6060000	0.14
6070000	0.15
6080000	0.15
6090000	0.15
6100000	0.14
6110000	0.14
6120000	0.15
6130000	0.15
6140000	0.15
6150000	0.15
6160000	0.16
6170000	0.16
6180000	0.14
6190000	0.15
6200000	0.15
6210000	0.16
6220000	0.16
6230000	0.16
6240000	0.15
6250000	0.15
6260000	0.16
6270000	0.14
6280000	0.15
6290000	0.17
6300000	0.15
6310000	0.16
6320000	0.15
6330000	0.15
6340000	0.15
6350000	0.15
6360000	0.15
6370000	0.16
6380000	0.14
6390000	0.16
6400000	0.14
6410000	0.16
6420000	0.16
6430000	0.16
6440000	0.15
6450000	0.15
6460000	0.16
6470000	0.16
6480000	0.16
6490000	0.16
6500000	0.15
6510000	0.15
6520000	0.14
6530000	0.16
6540000	0.16
6550000	0.16
6560000	0.17
6570000	0.16
6580000	0.16
6590000	0.16
6600000	0.16
6610000	0.17
6620000	0.17
6630000	0.16
6640000	0.16
6650000	0.16
6660000	0.18
6670000	0.16
6680000	0.15
6690000	0.16
6700000	0.17
6710000	0.17
6720000	0.17
6730000	0.17
6740000	0.15
6750000	0.16
6760000	0.15
6770000	0.17
6780000	0.17
6790000	0.18
6800000	0.17
6810000	0.17
6820000	0.18
6830000	0.18
6840000	0.16
6850000	0.17
6860000	0.16
6870000	0.17
6880000	0.17
6890000	0.18
6900000	0.16
6910000	0.18
6920000	0.16
6930000	0.16
6940000	0.18
6950000	0.17
6960000	0.17
6970000	0.16
6980000	0.17
6990000	0.19
7000000	0.16
7010000	0.17
7020000	0.17
7030000	0.16
7040000	0.17
7050000	0.17
7060000	0.19
7070000	0.17
7080000	0.18
7090000	0.17
7100000	0.18
7110000	0.17
7120000	0.17
7130000	0.18
7140000	0.19
7150000	0.17
7160000	0.17
7170000	0.18
7180000	0.18
7190000	0.18
7200000	0.17
7210000	0.18
7220000	0.17
7230000	0.17
7240000	0.17
7250000	0.18
7260000	0.18
7270000	0.18
7280000	0.17
7290000	0.17
7300000	0.17
7310000	0.18
7320000	0.19
7330000	0.18
7340000	0.17
7350000	0.18
7360000	0.19
7370000	0.17
7380000	0.18
7390000	0.17
7400000	0.18
7410000	0.18
7420000	0.18
7430000	0.18
7440000	0.18
7450000	0.19
7460000	0.17
7470000	0.17
7480000	0.17
7490000	0.19
7500000	0.17
7510000	0.18
7520000	0.19
7530000	0.18
7540000	0.19
7550000	0.19
7560000	0.18
7570000	0.2
7580000	0.21
7590000	0.2
7600000	0.19
7610000	0.18
7620000	0.19
7630000	0.2
7640000	0.23
7650000	0.17
7660000	0.18
7670000	0.19
7680000	0.17
7690000	0.24
7700000	0.19
7710000	0.19
7720000	0.18
7730000	0.17
7740000	0.18
7750000	0.23
7760000	0.19
7770000	0.19
7780000	0.2
7790000	0.19
7800000	0.2
7810000	0.22
7820000	0.18
7830000	0.19
7840000	0.19
7850000	0.19
7860000	0.18
7870000	0.19
7880000	0.2
7890000	0.2
7900000	0.2
7910000	0.22
7920000	0.21
7930000	0.21
7940000	0.21
7950000	0.2
7960000	0.22
7970000	0.22
7980000	0.2
7990000	0.18
8000000	0.2
8010000	0.2
8020000	0.2
8030000	0.23
8040000	0.21
8050000	0.2
8060000	0.2
8070000	0.2
8080000	0.21
8090000	0.22
8100000	0.22
8110000	0.2
8120000	0.21
8130000	0.2
8140000	0.2
8150000	0.2
8160000	0.19
8170000	0.21
8180000	0.19
8190000	0.2
8200000	0.19
8210000	0.2
8220000	0.2
8230000	0.19
8240000	0.21
8250000	0.2
8260000	0.2
8270000	0.19
8280000	0.19
8290000	0.23
8300000	0.21
8310000	0.21
8320000	0.2
8330000	0.2
8340000	0.21
8350000	0.22
8360000	0.23
8370000	0.21
8380000	0.21
8390000	0.21
8400000	0.21
8410000	0.26
8420000	0.25
8430000	0.21
8440000	0.24
8450000	0.24
8460000	0.24
8470000	0.23
8480000	0.23
8490000	0.22
8500000	0.25
8510000	0.25
8520000	0.22
8530000	0.21
8540000	0.22
8550000	0.22
8560000	0.22
8570000	0.21
8580000	0.21
8590000	0.21
8600000	0.21
8610000	0.25
8620000	0.21
8630000	0.23
8640000	0.21
8650000	0.22
8660000	0.22
8670000	0.21
8680000	0.21
8690000	0.23
8700000	0.22
8710000	0.22
8720000	0.22
8730000	0.2
8740000	0.21
8750000	0.2
8760000	0.21
8770000	0.22
8780000	0.2
8790000	0.22
8800000	0.21
8810000	0.2
8820000	0.2
8830000	0.21
8840000	0.2
8850000	0.2
8860000	0.25
8870000	0.22
8880000	0.21
8890000	0.2
8900000	0.2
8910000	0.21
8920000	0.23
8930000	0.21
8940000	0.2
8950000	0.21
8960000	0.22
8970000	0.22
8980000	0.21
8990000	0.21
9000000	0.23
9010000	0.23
9020000	0.23
9030000	0.22
9040000	0.22
9050000	0.21
9060000	0.21
9070000	0.22
9080000	0.21
9090000	0.22
9100000	0.23
9110000	0.22
9120000	0.22
9130000	0.22
9140000	0.23
9150000	0.22
9160000	0.27
9170000	0.22
9180000	0.23
9190000	0.23
9200000	0.22
9210000	0.26
9220000	0.26
9230000	0.24
9240000	0.24
9250000	0.25
9260000	0.21
9270000	0.23
9280000	0.23
9290000	0.24
9300000	0.24
9310000	0.27
9320000	0.22
9330000	0.22
9340000	0.25
9350000	0.24
9360000	0.22
9370000	0.23
9380000	0.25
9390000	0.23
9400000	0.23
9410000	0.22
9420000	0.27
9430000	0.23
9440000	0.27
9450000	0.22
9460000	0.23
9470000	0.24
9480000	0.23
9490000	0.23
9500000	0.23
9510000	0.22
9520000	0.24
9530000	0.23
9540000	0.23
9550000	0.23
9560000	0.25
9570000	0.24
9580000	0.24
9590000	0.25
9600000	0.23
9610000	0.23
9620000	0.25
9630000	0.24
9640000	0.22
9650000	0.23
9660000	0.23
9670000	0.24
9680000	0.23
9690000	0.24
9700000	0.24
9710000	0.23
9720000	0.24
9730000	0.21
9740000	0.23
9750000	0.23
9760000	0.25
9770000	0.24
9780000	0.25
9790000	0.25
9800000	0.24
9810000	0.23
9820000	0.23
9830000	0.24
9840000	0.26
9850000	0.25
9860000	0.24
9870000	0.24
9880000	0.24
9890000	0.28
9900000	0.26
9910000	0.32
9920000	0.28
9930000	0.24
9940000	0.25
9950000	0.25
9960000	0.25
9970000	0.25
9980000	0.25
9990000	0.26
